destination,number_of_days,number_of_people,travel_mode,travel_type,destination_count,estimated_food_cost,actual_food_cost,estimated_total_cost,actual_total_cost,source_role,trip_id,created_at_utc
singapore,3,2,train,friends,2,4331.52,4539.42,70376.44,68106.28,traveler,240,2024-01-02T03:53:00+00:00
manali,6,2,flight,couple,2,7924.06,7897.24,30661.65,33299.29,traveler,241,2024-01-02T04:00:00+00:00
singapore,12,6,flight,friends,1,53409.61,55749.5,975113.22,1147447.73,traveler,242,2024-01-02T04:07:00+00:00
dubai,6,4,flight,friends,1,14424.22,18609.27,285974.23,277687.29,traveler,243,2024-01-02T04:14:00+00:00
manali,3,5,bus,friends,1,6558.26,7257.98,26013.0,29031.04,traveler,244,2024-01-02T04:21:00+00:00
delhi,9,8,train,family,1,42014.64,50544.65,116424.76,110490.0,agent,245,2024-01-02T04:28:00+00:00
mumbai,12,8,flight,family,2,71267.78,85662.37,247797.97,227396.3,agent,246,2024-01-02T04:35:00+00:00
manali,10,5,train,family,1,26898.83,23771.15,89315.59,81432.03,agent,247,2024-01-02T04:42:00+00:00
tokyo,6,7,train,family,5,29697.14,27075.57,601968.46,668739.68,traveler,248,2024-01-02T04:49:00+00:00
jaipur,4,1,train,solo,1,2574.72,3167.46,6554.08,6507.8,traveler,249,2024-01-02T04:56:00+00:00
bali,11,3,bus,friends,3,21492.14,26762.26,270181.71,272413.56,agent,250,2024-01-02T05:03:00+00:00
paris,3,7,train,family,1,18635.38,19567.59,372877.71,419234.41,traveler,251,2024-01-02T05:10:00+00:00
paris,5,4,bus,friends,2,14886.25,15833.71,278918.54,276112.4,traveler,252,2024-01-02T05:17:00+00:00
dubai,7,1,bus,solo,2,4586.85,5015.09,52753.31,53772.11,traveler,253,2024-01-02T05:24:00+00:00
delhi,7,1,flight,solo,1,5332.28,6571.61,15413.52,15393.74,agent,254,2024-01-02T05:31:00+00:00
manali,2,5,bus,family,2,6007.8,4920.52,19330.15,20847.63,traveler,255,2024-01-02T05:38:00+00:00
dubai,5,2,bus,friends,2,5718.63,4885.11,77967.03,83434.11,agent,256,2024-01-02T05:45:00+00:00
manali,11,6,bus,family,1,35477.87,34430.95,100171.41,100892.57,traveler,257,2024-01-02T05:52:00+00:00
delhi,11,1,train,solo,2,8566.13,10908.01,17666.61,19634.43,agent,258,2024-01-02T05:59:00+00:00
tokyo,8,1,bus,solo,2,5435.1,5364.32,95088.82,102874.41,traveler,259,2024-01-02T06:06:00+00:00
mumbai,11,8,bus,family,2,51625.28,50656.45,142195.43,150338.73,traveler,260,2024-01-02T06:13:00+00:00
mumbai,11,2,bus,couple,1,14761.17,13705.75,35309.18,40839.1,traveler,261,2024-01-02T06:20:00+00:00
delhi,12,7,train,family,3,55267.3,68935.63,133082.95,136360.93,traveler,262,2024-01-02T06:27:00+00:00
dubai,4,4,train,family,3,11171.3,10731.84,150816.08,138476.75,traveler,263,2024-01-02T06:34:00+00:00
delhi,10,5,flight,friends,3,33251.27,41970.04,109363.47,117954.63,agent,264,2024-01-02T06:41:00+00:00
mumbai,4,5,flight,family,1,14789.68,12604.0,56180.48,62995.42,traveler,265,2024-01-02T06:48:00+00:00
jaipur,5,3,flight,friends,1,8426.05,8989.39,31900.19,34176.13,traveler,266,2024-01-02T06:55:00+00:00
delhi,4,2,train,couple,4,6135.79,6463.2,13785.37,15375.73,agent,267,2024-01-02T07:02:00+00:00
bali,12,6,train,family,5,62323.96,63195.67,673072.3,733938.58,traveler,268,2024-01-02T07:09:00+00:00
paris,6,7,flight,friends,3,35325.15,30896.11,908911.33,1063929.88,traveler,269,2024-01-02T07:16:00+00:00
delhi,9,4,train,family,1,22778.11,19579.33,58472.69,55321.24,traveler,270,2024-01-02T07:23:00+00:00
goa,7,2,bus,friends,1,8144.11,10142.36,28450.92,32344.75,traveler,271,2024-01-02T07:30:00+00:00
bali,2,4,flight,family,1,6499.88,6093.43,130517.95,136962.12,traveler,272,2024-01-02T07:37:00+00:00
singapore,10,2,train,couple,4,18350.12,20598.77,200848.6,221290.4,traveler,273,2024-01-02T07:44:00+00:00
delhi,3,7,flight,friends,1,11984.91,9525.06,52010.39,47471.41,traveler,274,2024-01-02T07:51:00+00:00
goa,9,2,train,couple,2,13191.9,13147.38,42994.52,46387.54,traveler,275,2024-01-02T07:58:00+00:00
delhi,12,5,flight,family,1,47688.17,49172.76,127841.75,143861.94,traveler,276,2024-01-02T08:05:00+00:00
delhi,11,5,train,family,1,33218.59,33504.1,88417.59,91564.4,traveler,277,2024-01-02T08:12:00+00:00
manali,2,5,train,family,1,6006.12,6977.81,22703.93,25905.59,agent,278,2024-01-02T08:19:00+00:00
tokyo,2,8,train,family,1,9087.16,8595.91,275428.93,283860.45,traveler,279,2024-01-02T08:26:00+00:00
paris,8,6,bus,family,1,36846.24,36100.39,638366.81,684524.36,traveler,280,2024-01-02T08:33:00+00:00
mumbai,5,1,train,solo,3,3931.6,3736.07,10161.11,10788.58,traveler,281,2024-01-02T08:40:00+00:00
bali,3,2,train,friends,1,3850.97,4002.53,66343.77,65440.92,traveler,282,2024-01-02T08:47:00+00:00
new york,10,7,train,friends,1,53869.98,48045.29,906039.12,904961.5,traveler,283,2024-01-02T08:54:00+00:00
paris,8,7,bus,family,3,48255.87,49448.04,757292.42,795364.09,agent,284,2024-01-02T09:01:00+00:00
dubai,10,4,train,friends,3,23530.45,27700.18,339935.59,340772.67,traveler,285,2024-01-02T09:08:00+00:00
manali,10,8,bus,family,1,38405.52,31424.8,122948.47,128012.91,agent,286,2024-01-02T09:15:00+00:00
delhi,9,8,train,family,5,51493.71,43346.46,117123.15,137388.17,traveler,287,2024-01-02T09:22:00+00:00
tokyo,12,8,flight,friends,1,52004.02,60978.97,1760639.96,1682707.36,traveler,288,2024-01-02T09:29:00+00:00
delhi,3,5,bus,family,1,8445.49,8050.08,23510.97,24278.56,traveler,289,2024-01-02T09:36:00+00:00
bali,10,2,bus,couple,1,12985.26,14268.15,162052.14,153220.39,agent,290,2024-01-02T09:43:00+00:00
singapore,10,8,bus,friends,1,42960.88,52013.18,680665.77,714055.93,traveler,291,2024-01-02T09:50:00+00:00
paris,7,3,flight,friends,3,19547.95,22096.6,445518.34,523204.02,traveler,292,2024-01-02T09:57:00+00:00
mumbai,5,6,train,friends,2,16820.91,13353.39,61355.9,63373.6,agent,293,2024-01-02T10:04:00+00:00
mumbai,9,6,bus,friends,3,28681.42,33130.71,87952.07,93527.05,traveler,294,2024-01-02T10:11:00+00:00
manali,2,7,bus,family,1,7312.91,6266.02,26969.72,29413.27,traveler,295,2024-01-02T10:18:00+00:00
singapore,10,3,bus,family,1,23262.81,21939.63,255272.92,240569.39,traveler,296,2024-01-02T10:25:00+00:00
tokyo,7,1,flight,solo,1,5831.76,7340.27,136182.26,155845.47,traveler,297,2024-01-02T10:32:00+00:00
new york,3,4,bus,friends,1,8416.33,7987.32,148822.6,161535.55,traveler,298,2024-01-02T10:39:00+00:00
tokyo,10,5,train,family,1,33619.74,32208.05,698405.77,697847.29,agent,299,2024-01-02T10:46:00+00:00
bali,12,3,bus,family,2,28130.05,30865.41,288341.9,275030.3,traveler,300,2024-01-02T10:53:00+00:00
goa,3,5,bus,family,1,10019.17,9365.52,34495.26,33837.13,traveler,301,2024-01-02T11:00:00+00:00
goa,9,6,bus,family,1,31537.96,39912.05,108674.4,122010.22,traveler,302,2024-01-02T11:07:00+00:00
delhi,11,4,train,friends,2,24081.73,31057.81,69761.43,78770.82,agent,303,2024-01-02T11:14:00+00:00
mumbai,12,7,bus,friends,1,37249.41,42887.23,134466.48,134060.63,traveler,304,2024-01-02T11:21:00+00:00
paris,9,4,bus,friends,1,23110.87,24498.92,475480.78,552150.49,traveler,305,2024-01-02T11:28:00+00:00
jaipur,12,3,flight,friends,2,20531.12,18602.8,72459.72,78803.82,traveler,306,2024-01-02T11:35:00+00:00
delhi,7,6,flight,family,1,29568.43,34093.18,92459.89,85816.88,agent,307,2024-01-02T11:42:00+00:00
jaipur,12,8,bus,family,2,49047.2,48634.81,118655.73,137855.29,agent,308,2024-01-02T11:49:00+00:00
new york,2,5,train,family,1,10503.14,9946.55,160628.5,173615.54,agent,309,2024-01-02T11:56:00+00:00
goa,6,7,train,family,2,27769.14,32101.72,102785.32,119464.03,agent,310,2024-01-02T12:03:00+00:00
new york,5,5,bus,family,3,23453.63,29509.59,289451.08,341323.06,traveler,311,2024-01-02T12:10:00+00:00
singapore,7,4,bus,friends,4,22161.93,27958.18,248268.38,284388.47,traveler,312,2024-01-02T12:17:00+00:00
singapore,6,8,train,family,1,39259.84,36432.03,500721.65,589323.27,traveler,313,2024-01-02T12:24:00+00:00
new york,3,5,train,family,3,17038.88,17437.09,216849.13,206871.29,traveler,314,2024-01-02T12:31:00+00:00
bali,11,6,train,family,1,44740.65,39229.65,630053.28,696998.34,agent,315,2024-01-02T12:38:00+00:00
manali,7,3,flight,friends,2,11708.12,14344.74,52500.7,60437.33,agent,316,2024-01-02T12:45:00+00:00
goa,10,6,train,family,1,40090.67,35122.88,141482.49,132904.59,traveler,317,2024-01-02T12:52:00+00:00
bali,7,5,bus,family,1,22564.59,26444.65,290622.89,339194.62,traveler,318,2024-01-02T12:59:00+00:00
tokyo,11,7,flight,friends,1,41551.56,47378.74,1450143.22,1330353.87,traveler,319,2024-01-02T13:06:00+00:00
singapore,4,7,train,family,1,22129.48,27561.42,313158.41,343533.51,traveler,320,2024-01-02T13:13:00+00:00
manali,11,6,flight,family,4,46811.98,51474.7,161551.49,155308.5,traveler,321,2024-01-02T13:20:00+00:00
manali,8,4,train,friends,2,16220.45,16159.45,58622.06,61775.09,traveler,322,2024-01-02T13:27:00+00:00
bali,2,1,flight,solo,1,1899.97,1697.76,32241.63,31251.5,agent,323,2024-01-02T13:34:00+00:00
manali,4,8,flight,friends,1,14774.39,16930.83,86569.38,79805.61,traveler,324,2024-01-02T13:41:00+00:00
new york,7,8,flight,family,2,58484.44,63034.81,980932.53,923997.9,traveler,325,2024-01-02T13:48:00+00:00
manali,4,8,bus,family,1,14514.5,15722.64,53591.49,49596.98,traveler,326,2024-01-02T13:55:00+00:00
tokyo,12,1,flight,solo,3,10455.12,10945.34,222266.04,228468.06,traveler,327,2024-01-02T14:02:00+00:00
goa,3,8,flight,family,2,17905.19,17652.6,87863.49,99163.34,agent,328,2024-01-02T14:09:00+00:00
mumbai,12,5,flight,family,1,45439.3,36949.2,152812.1,180066.84,agent,329,2024-01-02T14:16:00+00:00
manali,7,1,train,solo,1,4820.87,3839.84,12853.97,13040.13,agent,330,2024-01-02T14:23:00+00:00
paris,3,5,train,friends,3,11940.49,11923.63,267614.77,315250.16,traveler,331,2024-01-02T14:30:00+00:00
tokyo,7,2,bus,friends,4,8013.54,9095.53,169326.19,183770.04,traveler,332,2024-01-02T14:37:00+00:00
singapore,12,7,bus,family,1,57911.93,61350.42,712034.0,746265.68,traveler,333,2024-01-02T14:44:00+00:00
paris,6,7,train,family,1,32236.18,30145.62,677352.17,737352.0,traveler,334,2024-01-02T14:51:00+00:00
singapore,8,8,train,family,3,51291.2,49239.71,650602.92,635757.41,agent,335,2024-01-02T14:58:00+00:00
paris,4,4,flight,family,1,17767.02,17731.57,366522.29,408487.25,agent,336,2024-01-02T15:05:00+00:00
mumbai,2,1,flight,solo,1,1642.62,1367.43,6506.37,5916.9,traveler,337,2024-01-02T15:12:00+00:00
mumbai,9,4,train,family,1,26389.99,26104.39,69211.3,66831.47,traveler,338,2024-01-02T15:19:00+00:00
manali,7,1,train,solo,3,4606.88,4800.49,13046.82,12798.85,agent,339,2024-01-02T15:26:00+00:00
dubai,4,8,bus,friends,1,13276.15,14998.28,249886.07,247333.79,traveler,340,2024-01-02T15:33:00+00:00
bali,10,4,train,friends,2,24017.46,22486.6,386664.61,354597.79,agent,341,2024-01-02T15:40:00+00:00
dubai,11,6,flight,friends,4,42369.73,42460.58,757988.13,787378.23,agent,342,2024-01-02T15:47:00+00:00
dubai,7,7,bus,friends,2,22868.32,21627.53,365361.72,371416.09,traveler,343,2024-01-02T15:54:00+00:00
bali,5,2,train,couple,2,7587.52,9269.35,101410.07,99808.42,traveler,344,2024-01-02T16:01:00+00:00
dubai,9,3,flight,family,4,24181.52,31030.91,312363.61,329868.56,traveler,345,2024-01-02T16:08:00+00:00
jaipur,2,3,train,friends,1,2885.7,3634.71,11009.19,12519.62,traveler,346,2024-01-02T16:15:00+00:00
manali,10,5,bus,friends,1,20294.6,22939.18,76117.58,81355.85,agent,347,2024-01-02T16:22:00+00:00
mumbai,5,2,flight,couple,3,8776.7,9396.35,27739.29,28688.82,agent,348,2024-01-02T16:29:00+00:00
goa,9,8,flight,family,4,52397.28,66404.28,230277.91,269282.78,traveler,349,2024-01-02T16:36:00+00:00
tokyo,8,2,bus,friends,1,7790.79,8525.38,191472.99,183290.14,agent,350,2024-01-02T16:43:00+00:00
goa,10,2,train,couple,3,14445.43,15276.02,47400.26,47428.35,traveler,351,2024-01-02T16:50:00+00:00
mumbai,5,1,flight,solo,1,4307.32,3580.58,13835.2,16253.17,traveler,352,2024-01-02T16:57:00+00:00
manali,2,8,train,friends,2,6720.5,6688.53,35508.43,37550.41,traveler,353,2024-01-02T17:04:00+00:00
tokyo,12,2,bus,couple,1,14774.12,15973.1,279054.6,283776.72,traveler,354,2024-01-02T17:11:00+00:00
paris,5,1,train,solo,1,4874.45,5914.41,81715.31,84967.94,traveler,355,2024-01-02T17:18:00+00:00
manali,2,6,flight,family,1,8045.78,10319.39,35983.86,38850.85,traveler,356,2024-01-02T17:25:00+00:00
singapore,3,6,bus,family,2,13516.83,15606.03,175983.69,182447.32,agent,357,2024-01-02T17:32:00+00:00
manali,8,3,train,friends,2,11506.17,9177.19,43796.47,49799.88,agent,358,2024-01-02T17:39:00+00:00
tokyo,10,3,flight,family,3,25089.48,30562.08,559147.68,539466.44,traveler,359,2024-01-02T17:46:00+00:00
paris,3,3,train,friends,1,6686.06,7363.19,158704.28,172462.56,traveler,360,2024-01-02T17:53:00+00:00
singapore,9,1,bus,solo,1,7809.39,6118.18,76946.62,81137.15,traveler,361,2024-01-02T18:00:00+00:00
manali,4,5,bus,family,1,11493.96,9067.75,33970.64,38308.15,traveler,362,2024-01-02T18:07:00+00:00
tokyo,9,3,train,family,4,19681.66,16337.41,375862.82,353946.75,traveler,363,2024-01-02T18:14:00+00:00
paris,9,7,flight,family,3,63205.4,62344.93,1331862.71,1337795.42,traveler,364,2024-01-02T18:21:00+00:00
paris,12,2,bus,couple,5,22505.34,25559.35,314591.23,357816.94,traveler,365,2024-01-02T18:28:00+00:00
delhi,12,3,train,family,2,24622.13,24061.18,56255.34,59335.68,traveler,366,2024-01-02T18:35:00+00:00
goa,2,1,train,solo,1,1419.24,1475.9,5810.75,5935.65,agent,367,2024-01-02T18:42:00+00:00
tokyo,8,1,train,solo,2,6216.77,5157.36,113487.84,118922.16,traveler,368,2024-01-02T18:49:00+00:00
manali,10,1,flight,solo,1,7774.01,9651.65,24652.35,25469.33,traveler,369,2024-01-02T18:56:00+00:00
dubai,11,4,train,friends,4,27777.74,29806.21,373910.63,339964.22,agent,370,2024-01-02T19:03:00+00:00
bali,6,8,bus,family,4,33592.04,39342.07,403093.55,443225.22,traveler,371,2024-01-02T19:10:00+00:00
paris,4,6,flight,family,1,22640.66,27486.17,542043.84,546902.64,agent,372,2024-01-02T19:17:00+00:00
new york,10,2,bus,couple,2,17654.98,22845.69,215643.84,237804.65,traveler,373,2024-01-02T19:24:00+00:00
tokyo,7,1,flight,solo,5,6224.53,6269.89,134800.32,152975.3,traveler,374,2024-01-02T19:31:00+00:00
delhi,4,8,bus,friends,4,15227.13,18002.25,47309.15,42970.67,traveler,375,2024-01-02T19:38:00+00:00
singapore,9,5,bus,friends,1,27191.1,34516.23,388374.01,396497.79,traveler,376,2024-01-02T19:45:00+00:00
paris,12,6,bus,family,1,58274.33,69637.16,945978.81,1040264.89,traveler,377,2024-01-02T19:52:00+00:00
delhi,5,3,bus,friends,2,8140.54,9480.64,21552.24,21308.05,traveler,378,2024-01-02T19:59:00+00:00
singapore,12,3,flight,friends,1,28922.62,26616.87,491223.46,460326.47,traveler,379,2024-01-02T20:06:00+00:00
bali,6,3,flight,friends,2,13150.09,10436.65,242160.68,241941.77,traveler,380,2024-01-02T20:13:00+00:00
singapore,5,5,flight,family,1,23824.39,22198.62,363173.42,366290.86,traveler,381,2024-01-02T20:20:00+00:00
goa,11,6,flight,friends,4,47839.74,51543.46,208419.64,197474.11,traveler,382,2024-01-02T20:27:00+00:00
delhi,4,4,train,friends,1,8494.32,6905.03,28269.98,28883.7,traveler,383,2024-01-02T20:34:00+00:00
bali,6,3,bus,friends,1,9850.4,8946.4,152304.74,163729.03,traveler,384,2024-01-02T20:41:00+00:00
jaipur,3,5,flight,family,1,9195.6,11709.57,34012.29,33774.91,traveler,385,2024-01-02T20:48:00+00:00
goa,8,8,train,friends,1,29601.14,35641.17,151176.11,172440.9,agent,386,2024-01-02T20:55:00+00:00
paris,11,2,train,couple,1,20942.38,18522.34,342580.54,338459.75,agent,387,2024-01-02T21:02:00+00:00
tokyo,6,6,bus,friends,1,16393.5,16972.58,440476.12,467453.61,traveler,388,2024-01-02T21:09:00+00:00
new york,10,6,bus,family,3,56242.28,47199.74,644570.58,681877.13,traveler,389,2024-01-02T21:16:00+00:00
dubai,12,3,train,friends,2,20347.0,25953.87,299308.59,308064.63,traveler,390,2024-01-02T21:23:00+00:00
bali,3,5,train,family,1,11314.57,13643.81,166523.21,186969.58,traveler,391,2024-01-02T21:30:00+00:00
delhi,3,8,train,family,2,13995.11,15709.58,43774.16,48163.23,agent,392,2024-01-02T21:37:00+00:00
mumbai,4,4,bus,friends,4,9402.29,9293.4,28166.56,29345.37,agent,393,2024-01-02T21:44:00+00:00
dubai,7,1,flight,solo,2,5906.26,7035.39,82358.78,82413.82,agent,394,2024-01-02T21:51:00+00:00
jaipur,6,7,bus,family,2,19506.21,23014.52,55912.0,60615.79,traveler,395,2024-01-02T21:58:00+00:00
singapore,4,5,bus,family,1,16881.5,19114.68,189657.79,191913.38,agent,396,2024-01-02T22:05:00+00:00
mumbai,10,3,flight,family,1,23026.99,21059.2,77651.43,80989.61,traveler,397,2024-01-02T22:12:00+00:00
dubai,10,3,flight,family,2,24078.8,23678.85,343796.87,383765.26,traveler,398,2024-01-02T22:19:00+00:00
paris,9,5,bus,family,1,34262.53,28587.48,599859.59,609741.15,agent,399,2024-01-02T22:26:00+00:00
jaipur,5,8,bus,family,4,19743.88,18602.34,53931.67,55414.42,traveler,400,2024-01-02T22:33:00+00:00
mumbai,3,5,train,family,1,10117.86,11557.8,33128.69,32774.04,traveler,401,2024-01-02T22:40:00+00:00
paris,11,7,train,friends,1,53337.3,59574.79,1175791.7,1281141.48,traveler,402,2024-01-02T22:47:00+00:00
bali,6,6,flight,friends,1,21660.82,18699.15,482587.34,509977.89,agent,403,2024-01-02T22:54:00+00:00
singapore,2,2,flight,couple,1,3656.76,4070.15,67456.69,68873.12,traveler,404,2024-01-02T23:01:00+00:00
singapore,12,5,train,family,1,51848.58,50925.39,600598.24,659052.05,traveler,405,2024-01-02T23:08:00+00:00
dubai,10,5,bus,friends,3,23435.14,19519.39,360144.64,412061.01,traveler,406,2024-01-02T23:15:00+00:00
goa,8,3,bus,friends,1,12136.36,14910.38,48337.11,50645.7,traveler,407,2024-01-02T23:22:00+00:00
new york,7,7,train,family,2,47317.89,45468.75,638278.29,725559.65,traveler,408,2024-01-02T23:29:00+00:00
singapore,9,3,bus,family,2,23044.65,25338.33,230305.31,212740.05,traveler,409,2024-01-02T23:36:00+00:00
bali,3,7,flight,family,1,15427.09,17595.94,307546.21,320780.22,traveler,410,2024-01-02T23:43:00+00:00
singapore,7,4,train,friends,1,18524.11,20570.3,291184.92,318603.25,traveler,411,2024-01-02T23:50:00+00:00
jaipur,4,4,flight,family,2,10997.36,9380.25,35302.48,34881.76,traveler,412,2024-01-02T23:57:00+00:00
tokyo,8,4,bus,friends,1,13999.05,11913.16,383627.22,432831.43,agent,413,2024-01-03T00:04:00+00:00
goa,6,4,flight,friends,1,15552.41,15492.19,77901.33,88431.23,traveler,414,2024-01-03T00:11:00+00:00
paris,11,1,flight,solo,1,11529.13,13555.36,227724.28,223576.32,traveler,415,2024-01-03T00:18:00+00:00
delhi,11,5,flight,family,1,40459.51,47180.22,116779.17,130145.42,traveler,416,2024-01-03T00:25:00+00:00
jaipur,9,3,flight,friends,1,15100.82,18243.41,54114.86,54262.12,agent,417,2024-01-03T00:32:00+00:00
jaipur,7,4,flight,friends,2,15331.82,19849.85,58600.33,54420.76,agent,418,2024-01-03T00:39:00+00:00
jaipur,7,3,train,family,1,13498.49,13685.59,31996.47,31919.73,agent,419,2024-01-03T00:46:00+00:00
dubai,11,2,train,couple,5,17244.21,15575.17,188581.27,212530.48,traveler,420,2024-01-03T00:53:00+00:00
new york,12,6,train,family,2,72758.93,63031.82,904169.97,849002.75,traveler,421,2024-01-03T01:00:00+00:00
tokyo,10,6,train,family,1,35609.24,32980.0,825988.33,867994.13,traveler,422,2024-01-03T01:07:00+00:00
singapore,9,2,train,friends,1,12914.28,15835.08,184722.99,217222.55,traveler,423,2024-01-03T01:14:00+00:00
manali,2,3,bus,friends,2,2977.62,3745.13,11449.11,13485.86,agent,424,2024-01-03T01:21:00+00:00
bali,4,4,bus,friends,3,9303.71,10698.57,143731.45,162700.39,agent,425,2024-01-03T01:28:00+00:00
delhi,12,6,train,family,1,45647.85,41983.83,114820.39,116655.57,traveler,426,2024-01-03T01:35:00+00:00
delhi,8,4,bus,family,3,20381.81,21362.56,44203.07,43226.32,agent,427,2024-01-03T01:42:00+00:00
delhi,4,2,train,couple,4,5764.37,4503.62,13883.53,15504.54,traveler,428,2024-01-03T01:49:00+00:00
jaipur,8,4,train,family,1,18888.76,18251.75,48387.19,44406.5,traveler,429,2024-01-03T01:56:00+00:00
tokyo,10,5,train,family,1,30085.89,27668.16,684842.13,775197.61,traveler,430,2024-01-03T02:03:00+00:00
goa,4,6,bus,family,2,15047.2,14426.42,51662.59,56369.8,traveler,431,2024-01-03T02:10:00+00:00
tokyo,8,3,train,friends,3,14006.43,11829.88,334329.56,381183.32,traveler,432,2024-01-03T02:17:00+00:00
delhi,12,3,train,friends,4,21686.27,24680.45,56371.92,52816.86,traveler,433,2024-01-03T02:24:00+00:00
tokyo,5,4,bus,friends,4,10523.78,11790.69,249369.47,241915.57,traveler,434,2024-01-03T02:31:00+00:00
bali,6,1,train,solo,4,5302.96,5229.24,59430.14,58570.93,traveler,435,2024-01-03T02:38:00+00:00
mumbai,11,6,bus,family,2,43229.18,33743.18,106826.87,110406.2,traveler,436,2024-01-03T02:45:00+00:00
mumbai,6,8,train,family,2,28209.04,32206.56,96940.46,109425.47,agent,437,2024-01-03T02:52:00+00:00
new york,5,2,train,couple,1,9030.95,8843.07,133777.4,147772.36,traveler,438,2024-01-03T02:59:00+00:00
goa,3,6,bus,family,3,11162.56,13196.38,40685.66,45197.06,traveler,439,2024-01-03T03:06:00+00:00
bali,9,3,flight,family,1,24268.61,19036.47,352157.07,381035.94,traveler,440,2024-01-03T03:13:00+00:00
delhi,5,5,train,friends,2,12713.61,12638.47,42636.78,46569.53,agent,441,2024-01-03T03:20:00+00:00
tokyo,7,6,train,family,1,26567.43,28867.6,602392.09,606927.46,agent,442,2024-01-03T03:27:00+00:00
delhi,3,4,flight,friends,1,7011.19,5775.89,29838.62,31478.28,traveler,443,2024-01-03T03:34:00+00:00
dubai,5,3,flight,family,3,13110.83,16007.07,184395.46,199949.86,traveler,444,2024-01-03T03:41:00+00:00
bali,11,8,flight,family,1,68042.47,63530.02,1140036.38,1043451.76,agent,445,2024-01-03T03:48:00+00:00
tokyo,4,5,flight,friends,1,10650.87,11074.59,405184.36,432048.22,traveler,446,2024-01-03T03:55:00+00:00
tokyo,7,3,flight,family,5,20780.72,17635.16,400522.08,457006.88,traveler,447,2024-01-03T04:02:00+00:00
jaipur,9,3,train,friends,2,13882.25,17718.13,41090.92,45845.25,traveler,448,2024-01-03T04:09:00+00:00
manali,8,2,flight,couple,1,9725.12,7891.39,40098.24,44950.18,traveler,449,2024-01-03T04:16:00+00:00
