destination,number_of_days,number_of_people,travel_mode,estimated_cost
Dubai,11,8,flight,1011305.95
Tokyo,3,2,flight,127045.55
New York,7,5,flight,620058.69
Delhi,2,3,train,11796.37
Paris,3,5,flight,353984.85
Delhi,8,4,train,52405.33
Jaipur,7,2,train,21128.58
Singapore,12,2,train,240042.75
Dubai,10,3,train,251799.26
Mumbai,10,7,flight,181063.74
Bali,4,3,flight,171095.45
Delhi,8,6,flight,106300.0
Paris,11,4,train,673629.72
New York,6,8,bus,536749.86
Dubai,10,5,flight,575924.8
New York,10,4,bus,430735.93
Manali,12,6,flight,172270.95
Singapore,4,6,flight,353689.06
New York,10,8,flight,1383164.93
Singapore,8,5,train,414675.24
Bali,3,1,train,32500.47
Singapore,2,4,train,101455.81
Goa,6,5,bus,62810.56
Manali,5,1,train,9695.49
Delhi,11,4,flight,94781.49
Paris,5,5,flight,555722.67
Paris,8,7,flight,1178604.6
Bali,2,1,flight,31957.31
Dubai,9,4,flight,419439.17
Singapore,7,4,flight,397911.25
Manali,9,3,flight,65592.08
Goa,10,2,train,46214.22
Manali,10,5,bus,76163.54
Manali,2,6,train,27200.04
Goa,2,3,train,17540.83
Singapore,11,5,train,558187.84
Bali,7,2,flight,184879.23
Jaipur,4,2,flight,17397.38
Bali,10,7,bus,567730.9
Jaipur,12,6,train,105816.25
Jaipur,11,8,flight,177858.51
Singapore,2,2,flight,67658.48
Jaipur,12,4,bus,60543.76
New York,8,2,train,206084.05
Manali,2,6,flight,36822.0
Tokyo,9,1,train,126948.93
Jaipur,7,2,bus,18025.33
Bali,10,1,flight,127710.69
Singapore,12,4,flight,647469.48
Delhi,5,7,flight,80849.8
Delhi,12,3,bus,48327.06
New York,2,2,bus,53337.11
Manali,10,2,flight,49355.16
Manali,8,7,train,103337.12
Paris,7,1,train,111501.69
Bali,2,2,flight,64560.38
Delhi,7,2,train,23147.53
Manali,11,2,train,39925.23
Tokyo,8,7,flight,1047695.21
Goa,10,4,bus,80251.71
Bali,6,3,train,180504.97
Singapore,7,1,flight,99214.32
Goa,3,1,bus,6840.39
Paris,10,2,train,306163.5
New York,5,7,flight,647465.5
Goa,4,3,bus,26177.97
Manali,5,2,bus,16412.25
Dubai,2,8,flight,229301.14
Manali,12,2,train,42491.56
Dubai,9,6,train,458033.68
Singapore,5,2,train,107734.9
Jaipur,7,8,train,85238.78
Singapore,6,3,flight,256371.97
New York,8,3,bus,263206.79
Jaipur,12,7,train,125234.9
Goa,12,6,train,166793.89
New York,6,8,flight,851726.29
Singapore,11,2,train,223732.04
Goa,10,4,train,94376.63
Singapore,3,2,bus,59565.72
Singapore,2,7,flight,235853.69
Mumbai,10,5,flight,130926.92
Bali,9,3,train,259709.71
Dubai,6,3,train,159605.38
Delhi,8,6,flight,103554.43
Jaipur,11,3,flight,65342.84
Goa,4,3,flight,41719.87
New York,2,4,train,126176.36
Manali,7,4,bus,44440.63
Bali,7,7,train,487992.24
Mumbai,2,6,bus,24475.69
Bali,12,5,flight,763030.84
Bali,11,3,train,316000.16
New York,11,2,flight,374647.01
Jaipur,10,7,train,105363.3
New York,9,8,flight,1232127.94
Goa,9,3,bus,53449.65
Singapore,6,4,bus,212777.47
New York,11,2,flight,374406.5
New York,3,8,flight,472739.35
Jaipur,11,3,flight,66716.12
Mumbai,5,1,bus,8663.56
Goa,4,1,flight,13664.19
Goa,6,3,flight,60066.04
Dubai,11,1,flight,126680.51
Manali,3,4,train,24899.32
Tokyo,9,3,bus,323067.97
Dubai,4,3,flight,151381.58
Manali,4,6,train,47567.36
Delhi,5,7,train,58670.43
Mumbai,5,7,bus,60703.04
Goa,9,1,flight,28663.36
Delhi,3,8,flight,58474.24
Dubai,10,1,flight,115534.94
Bali,8,6,bus,399389.13
Paris,5,8,train,652460.88
Dubai,3,7,bus,172460.5
Jaipur,3,5,flight,34882.37
Paris,6,4,bus,329902.05
Mumbai,11,2,flight,55781.93
Singapore,5,6,train,320719.32
Goa,8,5,train,96163.28
Paris,11,6,flight,1359079.54
Singapore,8,4,train,329213.81
Bali,9,3,train,261011.91
Tokyo,6,5,flight,580812.78
Paris,4,2,flight,180571.67
Goa,3,4,flight,43232.64
New York,10,1,bus,108268.6
Singapore,2,2,bus,42761.12
Dubai,8,2,bus,116803.9
New York,3,1,flight,58924.81
Paris,11,5,flight,1156099.86
Mumbai,4,8,train,65977.12
Singapore,10,5,bus,423977.4
Dubai,10,4,flight,455518.07
Mumbai,7,4,flight,73243.27
Goa,3,5,train,39973.09
Paris,8,4,flight,667447.81
Delhi,3,5,flight,37321.86
Dubai,7,6,train,364184.87
Jaipur,9,7,flight,125772.27
Goa,8,2,flight,50721.86
Manali,7,2,flight,35594.6
Bali,11,5,flight,706522.36
Paris,11,8,bus,1157562.71
Tokyo,12,8,flight,1795349.25
Tokyo,3,5,bus,200952.69
Jaipur,12,4,train,70653.89
New York,10,1,flight,174249.32
Jaipur,6,2,train,18717.03
New York,3,3,train,130666.29
Jaipur,11,5,bus,70247.29
Singapore,5,8,flight,574466.99
Jaipur,6,4,bus,31371.74
Jaipur,11,6,bus,83877.07
Delhi,3,8,flight,58254.8
Bali,2,8,train,191490.7
Tokyo,11,5,train,750045.64
Bali,6,7,bus,358780.12
Goa,2,7,train,41348.27
Mumbai,10,6,train,116263.6
Goa,9,2,flight,57352.31
New York,2,1,flight,42557.48
Dubai,3,6,train,175792.76
Manali,4,5,bus,33363.84
Dubai,7,6,bus,312108.48
Jaipur,8,6,train,73432.36
Manali,9,3,flight,65705.03
Dubai,12,4,bus,346359.35
Jaipur,10,7,train,103418.34
Goa,9,1,bus,18003.01
Goa,12,6,train,165978.29
Bali,11,1,train,103588.58
Goa,2,4,train,23303.59
Singapore,3,8,flight,372632.42
New York,7,5,train,452388.13
Delhi,7,4,flight,62106.08
Singapore,10,3,train,302205.66
Singapore,10,8,flight,1090950.33
Delhi,8,5,train,65131.34
Goa,4,6,train,61621.73
Dubai,8,2,bus,116447.13
Jaipur,7,6,flight,86208.0
Manali,11,7,train,140247.43
New York,11,8,train,1107237.86
Mumbai,4,4,flight,44861.25
Delhi,5,3,train,25122.2
Delhi,9,1,bus,12403.76
Bali,3,2,train,65932.78
Delhi,12,7,train,131746.55
Manali,9,3,bus,41866.31
Goa,2,1,flight,7836.7
New York,9,8,flight,1266955.51
Bali,9,3,flight,352157.07
Dubai,11,8,flight,1014076.33
Dubai,8,5,train,345809.54
Jaipur,3,8,train,40715.4
Manali,4,5,bus,33092.4
Goa,7,5,train,84238.61
Tokyo,9,5,bus,537415.04
Manali,11,4,bus,67434.39
Jaipur,8,7,train,84133.96
Singapore,8,7,bus,485464.59
Paris,12,4,flight,998355.72
Dubai,12,5,train,508253.58
Bali,6,7,bus,359883.83
Goa,4,5,bus,43656.05
Dubai,9,5,flight,523019.01
Jaipur,7,1,bus,8980.5
Bali,2,3,bus,60419.96
Goa,9,1,bus,17823.65
Mumbai,9,4,train,69313.75
Tokyo,7,8,flight,1083450.23
New York,3,3,bus,110907.62
Paris,3,8,bus,356566.69
Manali,8,1,bus,12677.21
Jaipur,8,8,bus,82935.02
Mumbai,5,8,flight,110728.95
Bali,12,4,train,453885.2
Manali,7,3,flight,53030.89
Bali,10,2,train,191592.05
Manali,5,6,bus,49519.92
Jaipur,3,4,flight,27539.5
Mumbai,4,5,flight,55852.83
Jaipur,2,1,flight,5051.09
Tokyo,11,3,train,458041.1
Jaipur,4,8,bus,44514.94
New York,12,1,bus,128470.72
Goa,10,2,bus,39816.47
New York,10,6,train,772164.28
Mumbai,8,6,flight,124735.01
Mumbai,9,8,flight,186440.68
Tokyo,5,3,flight,296113.03
Tokyo,6,3,bus,220653.43
Tokyo,6,5,flight,581211.16
Mumbai,12,7,flight,213146.53
Mumbai,11,6,flight,168525.93
Delhi,12,7,bus,112982.78
Tokyo,10,3,flight,557074.37
Paris,12,6,bus,924136.83
Singapore,3,1,bus,29189.6
Mumbai,5,2,train,20151.82
Mumbai,11,7,flight,198106.51
Dubai,11,5,bus,394511.88
Dubai,3,1,bus,24935.97
Delhi,9,1,train,14500.2
Paris,7,1,flight,148696.69
Mumbai,3,5,bus,28294.93
Bali,3,2,flight,87979.28
Paris,5,4,flight,444477.04
Dubai,12,3,flight,412924.04
Paris,3,6,flight,428161.61
Singapore,8,2,bus,140923.18
Bali,8,6,flight,624118.54
Dubai,9,6,train,463895.93
New York,7,7,flight,865703.53
New York,11,4,flight,755953.32
Paris,10,5,train,782818.59
Tokyo,8,1,flight,149688.25
Manali,11,1,flight,26444.05
Manali,2,5,bus,18982.45
New York,2,5,flight,214722.58
Dubai,11,3,bus,234364.15
New York,4,3,train,166732.49
Dubai,5,4,train,182487.27
Delhi,11,7,flight,167209.0
Delhi,7,8,bus,78002.56
Dubai,3,5,bus,124959.23
Dubai,8,2,bus,119128.87
New York,7,7,train,650894.28
Delhi,5,1,flight,11536.47
Paris,2,5,flight,255798.66
Bali,11,3,train,314572.66
Jaipur,4,1,flight,8849.56
Paris,9,2,bus,237386.78
Paris,4,3,train,199741.78
Dubai,2,7,train,146552.77
Bali,8,3,bus,198403.88
Jaipur,9,7,flight,127942.7
Bali,11,4,bus,351908.86
Paris,7,2,bus,189544.11
Paris,7,6,bus,562675.16
Dubai,12,1,train,100195.86
New York,11,8,flight,1493797.28
Mumbai,5,4,flight,54710.11
Delhi,3,1,bus,5000
Goa,6,1,train,14715.06
Delhi,6,8,train,78657.46
Jaipur,10,4,bus,50764.6
Manali,10,8,flight,196882.74
Goa,12,1,train,27899.3
Singapore,10,1,train,100174.34
Manali,5,5,bus,40778.34
Mumbai,3,7,flight,61660.54
Singapore,7,2,bus,122778.4
Singapore,8,4,train,328784.22
Delhi,7,8,flight,124047.34
Goa,5,8,flight,135961.05
Mumbai,2,4,flight,25607.26
Tokyo,8,3,bus,285429.44
New York,7,5,bus,395955.37
Bali,6,1,flight,80210.13
Paris,2,5,bus,161599.9
Paris,12,3,bus,470959.56
Bali,12,4,train,451852.81
Goa,8,5,flight,127794.64
Bali,4,4,flight,223539.66
Bali,12,4,bus,384871.96
Bali,4,7,bus,250174.59
Dubai,4,6,bus,190046.36
Delhi,4,6,bus,35814.83
New York,8,7,train,725357.61
Singapore,6,3,bus,159195.82
Goa,2,5,flight,39431.65
Jaipur,11,4,bus,55765.73
New York,3,8,bus,297860.77
Dubai,9,6,bus,397879.21
Tokyo,9,3,bus,316953.74
Mumbai,8,1,train,15780.29
Jaipur,12,4,bus,59430.26
Tokyo,11,8,flight,1627067.66
Tokyo,5,7,train,518410.47
Dubai,8,6,train,416588.9
Dubai,11,1,flight,124345.33
Tokyo,2,4,flight,186241.34
Mumbai,10,7,flight,182597.56
Mumbai,5,5,train,50694.46
Manali,6,8,bus,76695.18
Dubai,2,3,train,64229.44
Tokyo,3,2,bus,81339.52
Bali,4,7,train,291398.49
Mumbai,4,8,flight,91471.58
Jaipur,9,2,train,26877.4
Singapore,4,2,bus,74228.24
Tokyo,12,6,bus,839294.26
Paris,10,3,train,463974.72
Mumbai,4,6,flight,68552.2
Goa,4,3,bus,26297.14
Mumbai,8,5,train,78387.54
Tokyo,6,3,bus,223083.23
Jaipur,2,5,bus,15747.94
Tokyo,10,1,flight,189053.4
Jaipur,5,8,train,63109.43
Delhi,11,1,bus,15024.05
Manali,11,4,bus,66700.34
Mumbai,12,6,bus,114891.55
Mumbai,12,5,train,115285.82
Mumbai,3,7,bus,38694.33
Manali,11,3,train,59859.43
New York,2,2,train,63261.94
Paris,3,7,flight,493613.29
Tokyo,4,2,flight,164974.82
New York,10,7,flight,1197197.32
Jaipur,11,1,bus,13893.18
Singapore,10,2,train,203710.24
Dubai,6,7,flight,507985.56
Manali,10,6,bus,92652.09
Tokyo,10,8,train,1117833.57
Dubai,5,5,bus,189227.61
Mumbai,9,2,flight,47388.72
Dubai,8,7,bus,409686.97
Bali,12,4,bus,388722.96
Manali,6,2,train,22474.53
Bali,7,1,bus,58848.77
New York,8,1,bus,87420.09
New York,12,8,train,1225229.57
Singapore,4,8,bus,301536.29
Bali,7,8,train,557868.8
Mumbai,10,5,flight,130270.79
New York,10,1,bus,108882.23
New York,7,2,bus,155032.16
Mumbai,7,7,flight,130260.3
Goa,11,7,bus,152934.0
Manali,7,1,train,12971.4
Tokyo,5,6,train,445055.76
Manali,5,5,bus,40346.37
Mumbai,5,2,train,20343.66
Tokyo,10,3,bus,351354.1
Tokyo,10,5,train,684842.13
Delhi,10,3,bus,41010.69
Tokyo,8,2,bus,190080.99
Mumbai,12,2,train,45494.75
Mumbai,3,5,bus,27987.47
Manali,12,4,train,85247.25
Manali,6,6,train,68178.22
Manali,4,3,train,23440.71
Dubai,10,2,bus,145024.8
Bali,7,5,bus,296503.76
Manali,11,4,bus,66470.86
Dubai,7,8,bus,411541.55
Tokyo,12,1,bus,139294.38
Delhi,8,7,bus,77675.29
Dubai,12,8,flight,1088226.09
New York,5,2,train,135875.77
Delhi,9,2,train,28785.33
Singapore,9,8,bus,631758.04
Goa,11,5,train,127735.09
Singapore,7,6,train,435886.57
Delhi,9,2,train,28931.46
Goa,6,6,flight,118768.49
Bali,3,7,flight,313196.2
New York,10,2,train,255851.09
Paris,11,7,bus,1008748.5
Bali,4,8,train,330441.51
Jaipur,11,7,train,114400.21
New York,10,4,bus,436639.75
Delhi,11,8,bus,119158.55
Tokyo,7,2,train,196967.73
Paris,3,2,flight,144243.88
Paris,7,8,flight,1203746.27
Delhi,5,3,flight,34738.99
Singapore,2,3,flight,100885.79
Bali,6,7,flight,566904.8
Jaipur,5,6,train,47560.06
Singapore,6,7,flight,605646.82
New York,3,1,flight,59992.86
Paris,4,5,bus,285432.0
Bali,2,1,flight,32255.48
New York,3,5,bus,184671.45
Dubai,8,6,flight,558549.04
Paris,8,4,flight,670659.07
Goa,5,7,train,87897.4
Goa,6,3,bus,36759.89
Singapore,2,3,flight,103136.03
Singapore,8,3,bus,207265.68
Paris,9,7,flight,1309589.22
Bali,8,8,train,620096.56
Goa,8,1,flight,25689.08
Jaipur,10,5,train,75504.01
Dubai,7,1,bus,52126.35
New York,3,8,flight,467080.59
Bali,6,8,flight,638201.38
Dubai,3,4,train,117257.84
Singapore,12,2,flight,325773.84
Dubai,6,1,train,53255.91
Mumbai,9,8,flight,189881.23
Dubai,7,7,train,434319.39
Manali,6,3,bus,28996.44
Dubai,6,5,bus,226977.04
Dubai,4,1,flight,50958.78
Dubai,2,5,train,104672.38
Bali,3,5,train,162439.33
Manali,6,5,bus,48394.24
Dubai,4,3,flight,150418.88
Goa,6,4,train,57959.63
Bali,2,6,bus,123340.37
Dubai,4,8,train,300013.84
Jaipur,12,8,flight,192057.41
Jaipur,11,6,bus,83536.0
Delhi,2,3,train,11888.78
Manali,9,4,train,65981.26
Paris,9,5,bus,595224.35
Paris,2,5,train,191444.9
New York,10,1,bus,109991.28
Singapore,7,7,flight,695391.82
Manali,7,5,train,65614.74
Manali,12,7,train,151768.56
Jaipur,12,4,flight,95167.52
Goa,7,1,flight,22385.47
Delhi,2,7,bus,23669.18
Singapore,9,6,bus,470701.93
Manali,5,1,bus,8193.49
Mumbai,11,4,flight,113707.09
Delhi,3,3,train,16502.06
Singapore,11,3,bus,283877.78
Manali,6,8,flight,123691.66
Singapore,9,5,train,461018.29
Singapore,7,5,bus,311470.02
Manali,2,7,train,31376.68
Mumbai,6,5,bus,50781.81
Tokyo,5,7,bus,438934.9
Delhi,4,7,bus,41643.14
Delhi,9,5,bus,60660.31
Delhi,11,5,train,86113.56
Tokyo,4,1,bus,51636.24
Manali,4,6,train,47536.21
Bali,9,8,train,692797.16
Delhi,10,4,bus,54126.67
Tokyo,3,6,train,286253.06
Paris,2,2,train,76929.83
New York,3,8,train,351953.6
Goa,10,1,train,23542.98
Manali,8,2,flight,39928.43
Tokyo,3,8,flight,507685.89
Mumbai,5,1,flight,13933.95
Jaipur,9,7,bus,81090.45
Singapore,6,8,flight,691807.0
Tokyo,2,1,train,33991.18
Mumbai,8,2,bus,26712.86
Singapore,10,8,flight,1104825.42
Bali,4,4,bus,140313.07
Goa,9,1,train,21489.33
Dubai,2,4,flight,114990.99
Mumbai,4,1,train,8450.54
Delhi,9,3,flight,57856.88
Delhi,3,8,flight,59660.71
Jaipur,3,4,train,20340.26
Singapore,8,6,bus,425075.3
Dubai,10,3,train,258179.72
Jaipur,2,3,train,10984.16
Manali,4,7,bus,47311.73
Bali,4,8,bus,288214.16
Mumbai,4,2,flight,22675.23
Goa,2,8,bus,39056.89
Goa,3,5,train,40383.07
Tokyo,4,4,bus,206392.15
Bali,9,7,bus,523549.08
Dubai,2,3,flight,85859.71
Delhi,12,5,train,94643.84
Bali,5,4,bus,175413.87
Delhi,11,6,flight,141579.52
Tokyo,12,4,train,648980.26
Delhi,4,8,train,55258.17
Singapore,2,1,flight,33847.78
Jaipur,8,5,train,60762.2
Tokyo,2,2,flight,91766.15
Bali,4,3,bus,106669.67
Delhi,3,4,flight,29516.06
Dubai,7,7,bus,366839.23
New York,5,2,train,134492.62
Jaipur,8,4,train,49008.73
Delhi,9,8,bus,99583.07
Goa,5,8,bus,84238.3
Goa,9,4,flight,114155.65
Manali,5,6,bus,48297.88
Dubai,2,5,bus,89048.83
Tokyo,9,7,bus,752257.24
Jaipur,6,3,flight,38217.65
Goa,11,4,bus,86911.15
Bali,9,4,flight,468617.0
Tokyo,6,1,flight,116455.8
Jaipur,5,6,train,47573.15
Dubai,4,1,train,37735.89
Mumbai,9,1,train,17386.22
Tokyo,3,8,train,376644.94
Bali,2,7,bus,140343.87
Manali,5,2,bus,16318.6
Manali,4,8,flight,86007.36
Mumbai,9,8,bus,119441.97
Paris,4,6,flight,545557.51
Singapore,2,2,train,50944.28
New York,10,1,train,127515.91
Manali,11,4,flight,105602.54
New York,2,6,bus,160287.2
New York,9,1,train,115335.99
Singapore,10,2,flight,274888.05
Jaipur,4,6,bus,33240.48
Singapore,9,4,flight,498919.51
New York,7,5,flight,623000.32
Manali,2,2,train,8968.16
Tokyo,10,2,train,278643.02
Singapore,10,5,train,507710.59
Singapore,3,4,train,136982.79
Paris,4,5,bus,283198.08
Manali,3,3,train,18419.82
Jaipur,10,1,train,14872.67
Singapore,10,3,train,302129.09
Tokyo,12,1,train,162915.98
Mumbai,5,6,train,61164.08
Singapore,12,6,train,723069.46
Bali,10,8,train,762293.11
Goa,6,3,train,43530.25
New York,6,1,bus,67531.12
Tokyo,4,3,flight,245081.89
Goa,4,3,bus,25881.39
Mumbai,7,3,train,41013.07
Goa,5,1,flight,16688.35
New York,4,6,train,335200.42
Goa,10,5,bus,100833.47
Paris,9,3,train,425162.53
Goa,2,6,flight,47514.06
Tokyo,6,3,flight,352523.05
Tokyo,7,2,flight,268345.68
Mumbai,4,2,train,16501.35
Dubai,5,8,train,357179.24
Mumbai,11,4,flight,113327.8
Manali,5,1,bus,8173.66
Tokyo,12,2,flight,442608.68
Tokyo,7,1,flight,133697.91
Goa,8,6,train,113744.4
Manali,7,6,train,79147.84
Bali,3,4,flight,179453.78
Paris,9,5,bus,600134.59
Paris,8,3,flight,509463.71
Goa,5,5,train,63060.59
Bali,7,2,flight,187323.31
Delhi,2,7,flight,38030.75
Paris,4,8,flight,729673.68
Goa,5,3,train,37054.47
Tokyo,2,5,flight,231169.58
Bali,9,4,bus,297869.83
Goa,6,5,flight,99742.72
Tokyo,3,5,train,234967.93
Singapore,5,1,bus,45986.07
Tokyo,3,6,flight,384120.0
Paris,6,8,flight,1051333.63
New York,10,1,train,126507.36
Mumbai,4,6,train,50789.97
Goa,7,3,bus,42623.81
Paris,12,6,bus,929570.02
Bali,12,2,flight,304571.41
Singapore,4,2,flight,120176.45
Bali,7,6,flight,562702.11
Manali,12,6,bus,109788.75
New York,4,1,bus,47455.86
New York,9,7,train,820835.63
Goa,3,4,bus,27304.77
Jaipur,10,2,train,29784.66
Delhi,3,3,bus,13952.67
Manali,7,3,train,39471.16
Dubai,10,6,bus,437256.11
Mumbai,3,4,bus,22577.12
Goa,5,5,bus,52367.65
Delhi,8,2,bus,21739.08
Tokyo,8,1,bus,94457.93
Singapore,10,1,train,100018.33
Manali,2,2,train,9055.3
Delhi,3,4,flight,29920.82
Goa,12,6,bus,140190.54
Manali,11,6,train,117619.92
Bali,11,4,flight,567383.0
Delhi,11,1,flight,23390.96
Jaipur,6,3,flight,37144.81
Delhi,5,8,train,68203.0
Goa,9,2,bus,36453.44
Paris,8,4,flight,671759.21
Delhi,7,2,train,22681.7
Goa,9,6,flight,170870.71
Mumbai,3,6,train,38965.55
Manali,9,5,flight,112315.62
Tokyo,5,7,train,521630.3
Paris,5,2,train,166008.31
New York,4,1,flight,75311.13
Delhi,8,8,flight,140796.52
Delhi,3,3,train,16376.03
Dubai,3,3,bus,74155.56
Jaipur,7,4,flight,58430.9
Paris,3,4,train,213130.25
Manali,11,5,flight,135461.31
New York,9,7,train,810877.58
Goa,9,2,bus,35821.06
Tokyo,5,3,bus,185047.7
Mumbai,3,8,flight,69948.6
Goa,8,6,bus,96478.7
Dubai,3,2,flight,79435.11
Tokyo,9,4,train,504240.15
Tokyo,10,5,flight,930153.09
Bali,10,1,bus,82671.88
Delhi,8,8,train,104898.85
Tokyo,9,1,bus,105598.81
Singapore,6,3,train,189130.87
Manali,8,8,bus,100200.55
Tokyo,12,8,train,1318057.1
Goa,10,1,train,23263.69
Dubai,8,6,train,412963.93
Mumbai,11,1,bus,18004.67
New York,11,1,flight,187831.21
Delhi,8,6,train,77644.31
Mumbai,12,4,bus,76801.65
Manali,11,2,flight,52776.47
Manali,3,6,bus,31189.53
New York,2,8,flight,347183.86
Dubai,10,7,train,587819.04
Tokyo,11,1,train,150894.5
Paris,7,2,train,219188.18
Singapore,5,6,train,322076.75
Singapore,7,3,flight,292563.52
Paris,5,8,flight,894009.53
Delhi,10,4,train,63449.8
Manali,11,7,bus,118280.14
Delhi,11,2,flight,46951.55
Delhi,11,8,train,138582.65
Delhi,12,5,flight,129249.84
Paris,12,6,bus,933062.81
Manali,11,8,flight,215584.46
Goa,2,3,flight,23610.94
Singapore,9,5,flight,619413.66
Dubai,8,1,flight,92581.04
Tokyo,4,4,bus,207049.48
Manali,8,7,train,104047.27
Delhi,12,4,train,75369.31
Manali,12,3,train,64876.65
Jaipur,8,4,bus,40741.63
Mumbai,5,5,train,50827.7
Paris,8,1,bus,105521.76
Goa,2,5,train,29288.76
Goa,12,1,flight,37554.54
Mumbai,2,2,train,9569.08
Delhi,8,6,flight,105593.87
Delhi,8,3,bus,32701.06
Bali,3,5,train,166144.94
Jaipur,11,2,train,32452.94
Dubai,8,4,train,274458.34
Delhi,4,4,train,27849.34
Manali,11,1,train,19824.89
Delhi,7,7,train,80765.35
Manali,4,6,train,47736.88
Manali,2,1,flight,6111.35
Mumbai,12,4,train,91224.07
Manali,12,6,flight,172215.46
Jaipur,9,7,bus,81372.72
Paris,6,5,bus,415170.48
Jaipur,6,4,bus,32048.94
Singapore,7,7,bus,429484.94
Delhi,9,8,flight,155921.8
New York,8,2,bus,177510.73
Bali,3,6,train,197703.81
Bali,7,8,flight,733036.43
Mumbai,12,3,flight,92061.93
Singapore,4,1,train,43777.52
Manali,7,2,bus,21881.55
Bali,12,3,flight,463661.98
New York,9,8,flight,1236889.58
Goa,12,6,train,165470.49
Paris,7,3,train,336532.6
Dubai,5,1,bus,38907.68
Singapore,11,4,bus,381647.36
Jaipur,6,3,bus,23670.02
Paris,11,5,bus,709080.48
New York,4,2,bus,95482.04
Paris,9,8,bus,943625.48
Jaipur,5,5,train,39842.4
Paris,4,7,bus,402383.28
Manali,12,4,train,85195.16
Goa,2,5,train,28918.68
Tokyo,5,6,flight,598233.86
Tokyo,3,1,train,46927.87
New York,8,4,flight,558560.91
Paris,11,5,bus,709214.4
Mumbai,2,6,bus,24305.79
New York,11,1,bus,117951.81
Dubai,8,5,train,347777.7
Goa,10,1,flight,31326.25
Goa,10,8,train,189564.99
Goa,3,6,flight,65102.37
Goa,6,2,train,28859.87
Goa,9,5,flight,142703.18
Paris,6,5,flight,657304.33
Manali,10,6,train,109909.68
New York,9,3,flight,473957.08
Singapore,12,8,bus,809563.65
Mumbai,5,3,bus,25910.35
Goa,9,7,bus,128195.09
Tokyo,2,8,train,279641.55
Bali,9,8,train,686722.76
Goa,3,6,bus,40589.01
Manali,4,3,flight,32023.64
Manali,11,4,flight,108544.8
Mumbai,10,3,train,58235.34
Jaipur,9,2,train,26635.74
Singapore,12,2,train,239438.29
Delhi,7,3,bus,28893.49
Singapore,9,8,flight,1003610.71
Dubai,12,1,train,102626.22
Singapore,11,8,train,897284.33
Dubai,4,4,bus,127624.23
Manali,7,1,flight,17330.65
Dubai,8,2,train,137383.44
Jaipur,8,2,bus,20804.61
Goa,8,7,train,133798.13
Singapore,4,2,train,88325.73
Paris,6,3,train,290711.43
New York,10,4,train,510363.3
Paris,9,5,flight,947336.89
Delhi,8,6,flight,104108.6
Singapore,8,2,bus,139753.41
Tokyo,12,4,flight,892991.51
Goa,9,2,train,42419.52
Delhi,9,5,bus,62412.35
Singapore,6,4,flight,340405.38
Dubai,2,2,bus,36054.5
Bali,8,7,bus,462716.36
Dubai,6,6,train,320019.4
Bali,2,2,flight,64707.15
Goa,4,7,bus,60107.57
Manali,7,8,flight,140243.1
Manali,7,3,bus,32849.45
Dubai,6,2,train,106509.73
Mumbai,8,2,bus,26208.33
Tokyo,9,7,flight,1202068.85
Dubai,9,5,flight,525995.2
Dubai,7,7,train,423100.29
Goa,2,4,bus,20009.89
Jaipur,2,4,train,14906.17
Singapore,5,7,flight,512679.27
Bali,5,2,train,102522.92
Goa,9,7,bus,124865.05
Goa,9,8,train,167392.41
Tokyo,11,4,bus,511760.58
Paris,2,6,bus,193631.55
Paris,8,8,flight,1357786.61
Bali,6,1,train,59669.88
Bali,11,8,bus,717563.54
Bali,2,7,flight,224137.38
Delhi,6,7,train,69022.59
Dubai,12,6,train,610797.92
Mumbai,4,5,flight,55975.8
New York,9,4,flight,620061.73
Singapore,7,8,bus,499870.81
Paris,8,6,train,759317.42
Goa,11,4,train,103106.51
Delhi,12,8,bus,127765.34
Goa,11,8,bus,175818.48
Tokyo,6,4,bus,294431.13
Mumbai,7,5,train,69215.44
Goa,10,1,bus,19818.55
Delhi,11,4,bus,59525.48
Tokyo,6,6,train,522891.73
Bali,6,3,flight,245109.93
Dubai,12,2,flight,269554.72
Tokyo,9,2,bus,215067.0
Dubai,3,1,flight,38953.36
Singapore,3,4,train,137272.91
Manali,9,8,flight,179143.25
Goa,12,6,train,168578.8
Delhi,5,8,train,68347.59
Mumbai,5,8,train,80839.52
Goa,3,5,train,40409.21
Paris,7,4,bus,380009.86
Bali,8,4,bus,267086.25
Paris,8,8,flight,1366562.16
New York,2,8,bus,217992.53
Bali,3,2,train,65334.98
Goa,8,1,train,19177.97
Singapore,12,3,flight,480252.22
Singapore,12,5,train,599108.48
Singapore,10,5,flight,687903.62
New York,2,5,flight,215360.93
Goa,8,8,flight,203705.94
Bali,11,8,flight,1127122.95
Singapore,8,4,train,324600.59
Bali,7,7,flight,654904.82
Goa,10,5,bus,98361.12
Bali,6,6,flight,479840.59
Mumbai,10,5,bus,82284.53
Manali,8,2,flight,39179.35
New York,6,6,bus,401458.09
Singapore,3,8,train,278002.81
Mumbai,9,6,bus,89398.6
Dubai,11,4,train,370554.27
Singapore,11,3,flight,446588.72
Jaipur,3,6,flight,41493.28
New York,9,2,bus,198109.91
Paris,3,2,bus,89769.76
Goa,9,4,train,83845.1
Singapore,10,7,flight,957795.15
Paris,6,8,flight,1038997.58
Tokyo,9,7,bus,738463.41
Goa,9,8,bus,146391.01
Bali,10,2,flight,256564.0
Tokyo,2,3,flight,138975.57
Delhi,11,7,bus,102793.62
